signal_date,entry_date,expiration,strike,zscore,direction,entry_mark,entry_cost,entry_iv,exit_date,exit_mark,gross,zero_bid_exit,net,exit_cost,iv_change
2019-06-04,2019-06-05,2019-07-03,2800.0,1.3761353581484024,-1,99.44999999999999,226.99999999999966,0.15489999999999998,2019-06-12,115.89999999999999,-1645.0000000000002,false,-1983.9999999999998,111.99999999999979,0.01610000000000003
2019-07-02,2019-07-03,2019-07-31,2975.0,-1.000028812381937,1,73.65,47.00000000000011,0.10685,2019-07-11,66.05,-760.0000000000009,false,-864.0000000000007,56.999999999999716,0.003950000000000009
2019-07-11,2019-07-12,2019-08-09,3000.0,-1.0430541504957154,1,70.65,57.00000000000007,0.1038,2019-07-19,65.7,-495.0000000000003,false,-604.0000000000003,52.0,0.007849999999999996
2019-07-24,2019-07-25,2019-08-23,3020.0,-1.4517363771721994,1,69.2,62.00000000000014,0.10145000000000001,2019-08-01,92.55000000000001,2335.000000000001,false,2046.000000000001,227.0,0.02975
2019-08-02,2019-08-05,2019-08-30,2930.0,1.040678230190941,-1,140.20000000000002,202.0,0.2042,2019-08-12,97.55000000000001,4265.000000000001,false,4006.0000000000005,57.000000000000426,-0.027700000000000002
2019-08-12,2019-08-13,2019-09-11,2890.0,2.02253137706006,-1,114.55000000000001,97.00000000000028,0.16775,2019-08-20,89.7,2485.000000000001,false,2306.0,82.00000000000043,-0.010800000000000004
2019-08-23,2019-08-26,2019-09-23,2875.0,1.3094447815233765,-1,112.65,86.99999999999979,0.177,2019-09-03,102.2,1045.0000000000002,false,876.0,82.00000000000043,0.005200000000000038
2019-09-03,2019-09-04,2019-10-02,2910.0,1.1140102036938033,-1,106.05000000000001,67.00000000000021,0.15915,2019-09-11,116.94999999999999,-1089.9999999999977,false,-1293.9999999999977,136.9999999999999,-0.007500000000000007
2019-10-01,2019-10-02,2019-10-31,2940.0,1.01309839453535,-1,120.15,166.99999999999986,0.1736,2019-10-09,95.55,2460.000000000001,false,2136.0000000000014,156.99999999999972,-0.008800000000000002
2020-01-27,2020-01-28,2020-02-26,3245.0,4.736796320883174,-1,114.45,87.00000000000014,0.15135,2020-02-04,105.25,920.0000000000002,false,766.0000000000002,66.99999999999986,-0.0030000000000000304
2020-02-04,2020-02-05,2020-03-04,3300.0,1.6040759738335677,-1,105.0,82.00000000000007,0.13685000000000003,2020-02-12,111.35,-634.9999999999994,false,-833.9999999999992,116.99999999999969,0.0005499999999999949
2020-02-21,2020-02-24,2020-03-23,3340.0,1.6063389225924831,-1,150.70000000000002,402.0,0.16820000000000002,2020-03-02,278.20000000000005,-12750.000000000004,false,-13854.000000000004,702.0,0.10930000000000001
2020-03-05,2020-03-06,2020-04-03,3025.0,3.2458261880546813,-1,232.55,767.0000000000006,0.35220000000000007,2020-03-13,338.85,-10630.000000000002,false,-12284.000000000004,887.0000000000023,0.009149999999999936
2020-03-17,2020-03-18,2020-04-17,2530.0,3.1485212156790303,-1,395.54999999999995,426.9999999999986,0.6774,2020-03-25,302.4,9314.999999999998,false,8586.000000000002,301.9999999999986,-0.07989999999999997
2020-03-26,2020-03-27,2020-04-20,2640.0,1.3864968186555489,-1,297.1,451.9999999999986,0.5407000000000001,2020-04-03,193.29999999999998,10380.000000000004,false,9636.000000000005,291.99999999999915,-0.2098500000000001
2020-05-11,2020-05-12,2020-06-08,2930.0,-1.0104997225628487,1,167.10000000000002,381.9999999999997,0.2542,2020-05-19,133.55,-3355.000000000001,false,-3844.000000000001,107.00000000000043,-0.01009999999999997
2020-05-20,2020-05-21,2020-06-19,2970.0,-1.1287856434393169,1,164.25,77.00000000000071,0.24545,2020-05-29,164.8,55.00000000000114,false,-113.99999999999979,92.00000000000021,0.021100000000000008
2020-05-29,2020-06-01,2020-06-29,3050.0,-1.149321556602724,1,155.2,121.99999999999957,0.22995000000000002,2020-06-08,220.1,6490.000000000001,false,6276.0,92.00000000000074,0.03090000000000001
2020-06-08,2020-06-09,2020-07-06,3225.0,-1.0912146457522813,1,154.1,112.00000000000014,0.21985000000000002,2020-06-16,170.1,1600.0,false,1355.9999999999986,132.00000000000114,0.03180000000000002
2020-07-02,2020-07-06,2020-07-31,3130.0,-1.0611687552505242,1,165.05,86.99999999999943,0.2431,2020-07-13,155.65,-940.0000000000006,false,-1173.9999999999995,146.99999999999957,0.03405
2020-07-17,2020-07-20,2020-08-17,3225.0,-1.468162564702566,1,146.3,71.99999999999993,0.20215,2020-07-27,121.15,-2515.0000000000005,false,-2654.0,66.9999999999995,-0.007199999999999984
2020-07-27,2020-07-28,2020-08-24,3240.0,-1.635391710494634,1,136.55,77.00000000000071,0.1933,2020-08-04,133.0,-355.00000000000114,false,-504.0000000000021,72.00000000000028,0.00545000000000001
2020-08-05,2020-08-06,2020-09-04,3325.0,-1.6792299609992865,1,137.55,87.00000000000014,0.1814,2020-08-13,129.0,-855.0000000000011,false,-1034.0000000000014,92.00000000000021,0.005950000000000011
2022-03-30,2022-03-31,2022-04-29,4600.0,-1.1034104051263152,1,166.65,96.99999999999957,0.15305000000000002,2022-04-07,150.15,-1650.0,false,-1883.999999999999,136.99999999999943,-0.011450000000000016
2022-04-27,2022-04-28,2022-05-27,4185.0,1.2719380826063682,-1,259.6,622.0000000000017,0.25795,2022-05-05,227.1,3250.0000000000027,false,2446.0000000000027,181.9999999999983,0.01815
2022-05-11,2022-05-12,2022-06-10,3935.0,1.491274389438604,-1,257.6,172.00000000000028,0.29135,2022-05-19,203.05,5455.000000000001,false,5166.000000000001,116.99999999999986,-0.02889999999999998
2022-06-13,2022-06-14,2022-07-15,3750.0,1.9914160780307035,-1,255.05,116.99999999999915,0.29295000000000004,2022-06-22,200.35,5470.000000000002,false,5266.000000000004,86.99999999999943,-0.026800000000000046
2022-07-15,2022-07-18,2022-08-15,3875.0,-1.3361577174952053,1,189.65,186.99999999999943,0.21975,2022-07-25,180.3,-934.9999999999994,false,-1313.9999999999986,191.99999999999986,-0.0027499999999999747
2022-07-25,2022-07-26,2022-08-22,3960.0,-1.8772710588139383,1,179.8,91.99999999999986,0.20785000000000003,2022-08-02,205.65,2584.9999999999995,false,2285.999999999999,207.00000000000043,0.02174999999999999
2022-08-02,2022-08-03,2022-08-31,4090.0,-1.2449302574658192,1,192.10000000000002,171.99999999999957,0.20105,2022-08-10,181.9,-1020.0000000000017,false,-1444.0000000000018,252.00000000000054,-0.01285
2022-08-10,2022-08-11,2022-09-09,4210.0,-2.2263928655285077,1,166.10000000000002,102.0,0.17554999999999998,2022-08-18,161.45,-465.0000000000034,false,-734.0000000000033,166.99999999999986,0.0025000000000000022
2022-08-18,2022-08-19,2022-09-16,4285.0,-1.651071965619181,1,168.0,162.00000000000014,0.17375000000000002,2022-08-26,257.1,8910.000000000002,false,8546.000000000002,202.0,0.0403
2022-09-20,2022-09-21,2022-10-21,3855.0,1.5272308007378774,-1,231.2,102.0,0.25930000000000003,2022-09-28,221.70000000000002,949.9999999999972,false,685.9999999999977,161.99999999999943,-0.0015999999999999903
2022-10-04,2022-10-05,2022-11-03,3775.0,1.2226386083745044,-1,220.8,112.00000000000014,0.25955000000000006,2022-10-12,255.4,-3459.9999999999995,false,-3833.999999999999,261.99999999999943,0.018399999999999972
2022-10-12,2022-10-13,2022-11-11,3575.0,2.219491144306454,-1,264.85,367.00000000000057,0.30900000000000005,2022-10-20,229.85,3500.0000000000027,false,2786.000000000002,347.0000000000003,-0.0040500000000000536
2022-10-20,2022-10-21,2022-11-18,3665.0,1.160757841550275,-1,251.60000000000002,392.00000000000057,0.29245,2022-10-28,295.69999999999993,-4409.999999999991,false,-5143.999999999993,342.00000000000057,0.0026000000000000467
2022-11-11,2022-11-14,2022-12-12,4000.0,-1.639320248245564,1,175.95,247.00000000000028,0.19835,2022-11-21,138.15,-3779.999999999998,false,-4163.999999999999,137.00000000000014,-0.021900000000000003
2022-11-22,2022-11-23,2022-12-22,4000.0,-1.9335985072006747,1,177.25,147.00000000000028,0.1935,2022-12-01,170.65,-659.9999999999994,false,-1044.0,237.00000000000014,0.008550000000000002
2022-12-01,2022-12-02,2022-12-30,4075.0,-1.9514704999977384,1,158.3,172.00000000000028,0.1759,2022-12-09,346.15,18784.999999999996,true,-13654.0,32266.999999999996,0.24530000000000002
2022-12-14,2022-12-15,2023-01-13,3995.0,-1.3000051122411893,1,189.60000000000002,452.0,0.19930000000000003,2022-12-22,203.85,1424.9999999999973,false,455.9999999999982,516.9999999999991,-0.0009500000000000064
2023-01-12,2023-01-13,2023-02-10,3985.0,-1.6381070239301716,1,149.85000000000002,387.0000000000001,0.1683,2023-01-23,138.75,-1110.0000000000023,false,-1864.0000000000023,366.9999999999999,0.021300000000000013
2023-01-25,2023-01-26,2023-02-24,4015.0,-1.705744859888037,1,164.25,137.00000000000014,0.1733,2023-02-02,193.05,2880.000000000001,false,2056.0000000000014,686.9999999999994,-0.0664
2023-02-02,2023-02-03,2023-03-03,4180.0,-2.1826636881148542,1,145.6,112.00000000000014,0.15665,2023-02-10,151.10000000000002,550.0000000000028,false,256.0000000000023,182.00000000000043,0.016600000000000004
2023-02-15,2023-02-16,2023-03-17,4150.0,-1.350079820339511,1,163.35,527.0,0.17520000000000002,2023-02-24,197.15,3380.000000000001,false,2676.000000000001,177.0,0.0014500000000000068
2023-03-10,2023-03-13,2023-04-10,3860.0,1.6152675712994387,-1,202.2,241.99999999999986,0.23745,2023-03-20,192.4,979.9999999999983,false,395.9999999999985,341.9999999999999,-0.004599999999999993
2023-03-20,2023-03-21,2023-04-19,3950.0,1.0833472451428026,-1,187.75,156.99999999999972,0.20145000000000002,2023-03-28,145.4,4234.999999999999,false,3946.0,131.99999999999972,-0.016900000000000026
2023-03-30,2023-03-31,2023-04-28,4050.0,-1.0908875787803332,1,167.25,126.99999999999964,0.1734,2023-04-10,135.9,-3134.9999999999995,false,-3333.999999999999,71.99999999999993,-0.0017499999999999738
2023-04-13,2023-04-14,2023-05-12,4145.0,-1.47415113315841,1,137.0,202.0,0.14975,2023-04-21,114.05,-2295.0000000000005,false,-2654.0000000000005,157.00000000000006,-0.005599999999999994
2023-04-21,2023-04-24,2023-05-22,4130.0,-1.8188636386476287,1,132.4,172.00000000000028,0.14385,2023-05-01,115.05,-1735.000000000001,false,-2164.000000000002,257.00000000000045,-0.007849999999999996
2023-05-01,2023-05-02,2023-05-31,4170.0,-2.0249702990591834,1,130.95,166.99999999999986,0.1375,2023-05-09,110.05000000000001,-2089.9999999999977,false,-2453.9999999999973,196.99999999999957,-0.007200000000000012
2023-05-10,2023-05-11,2023-06-09,4140.0,-1.3818755260660966,1,128.35,106.99999999999972,0.1381,2023-05-18,128.75,40.00000000000057,false,-243.99999999999932,177.00000000000017,0.0032000000000000084
2023-05-18,2023-05-19,2023-06-16,4200.0,-1.503452090515243,1,126.5,112.00000000000014,0.13645000000000002,2023-05-26,120.10000000000001,-639.9999999999991,false,-863.9999999999997,112.0000000000005,0.01200000000000001
2023-05-26,2023-05-30,2023-06-26,4205.0,-1.0677598974330114,1,125.85000000000001,96.99999999999993,0.13735,2023-06-06,124.4,-145.00000000000028,false,-434.0000000000002,192.00000000000003,-0.012049999999999977
2023-06-07,2023-06-08,2023-07-07,4270.0,-1.6903972245922627,1,112.75,187.00000000000014,0.11215,2023-06-15,186.0,7325.0,false,6996.0,141.9999999999997,0.021699999999999997
2023-06-15,2023-06-16,2023-07-14,4425.0,-1.3203762656951057,1,109.30000000000001,102.0,0.11215,2023-06-26,103.0,-630.0000000000011,false,-834.0000000000011,102.0,-0.017549999999999996
2023-06-27,2023-06-28,2023-07-27,4380.0,-1.3628783695680058,1,113.19999999999999,141.99999999999986,0.11455000000000001,2023-07-06,116.25,305.00000000000114,false,56.00000000000192,106.99999999999936,0.017099999999999976
2023-07-12,2023-07-13,2023-08-11,4470.0,-1.0459784823292695,1,126.65,127.00000000000071,0.1167,2023-07-20,129.3,265.00000000000057,false,-114.00000000000014,252.0,0.01075000000000001
2023-07-21,2023-07-24,2023-08-21,4540.0,-1.0897434366768288,1,116.10000000000001,112.0000000000005,0.11280000000000001,2023-07-31,112.15,-395.0000000000003,false,-604.0000000000009,97.00000000000011,0.0015999999999999903
2023-08-04,2023-08-07,2023-09-01,4480.0,1.0781597958161562,-1,137.0,102.0,0.1383,2023-08-14,106.0,3100.0,false,2896.0,102.0,-0.00655
2023-08-16,2023-08-17,2023-09-15,4405.0,1.8778167759235498,-1,148.15,147.00000000000028,0.14984999999999998,2023-08-24,121.2,2695.0000000000005,false,2436.0000000000005,111.99999999999943,-0.009399999999999964
2023-08-24,2023-08-25,2023-09-22,4375.0,2.176018402439321,-1,142.65,96.99999999999993,0.14165,2023-09-01,171.25,-2859.9999999999995,false,-3243.999999999999,286.9999999999997,-0.01579999999999998
2023-09-01,2023-09-05,2023-10-02,4515.0,-1.130393142403504,1,109.45,97.00000000000028,0.1121,2023-09-12,96.45000000000002,-1299.9999999999986,false,-1653.9999999999993,257.00000000000045,-0.0035499999999999976
2023-12-11,2023-12-12,2024-01-10,4620.0,-1.2320074801822223,1,110.9,152.0,0.10125,2023-12-19,178.35,6744.999999999999,false,6255.999999999998,337.00000000000057,0.016499999999999987
2023-12-19,2023-12-20,2024-01-18,4775.0,-1.099132782211974,1,121.0,241.99999999999986,0.10535,2023-12-28,96.5,-2450.0,false,-2764.0000000000005,72.00000000000028,-0.001700000000000007
2023-12-29,2024-01-02,2024-01-29,4770.0,-1.005231314254641,1,107.75,66.99999999999986,0.10435,2024-01-09,86.44999999999999,-2130.000000000001,false,-2254.000000000001,57.00000000000007,-0.007099999999999995
2024-02-01,2024-02-02,2024-03-01,4905.0,1.1681261566750425,-1,136.4,291.9999999999999,0.11245000000000001,2024-02-09,154.95,-1854.9999999999982,false,-2703.9999999999986,557.0000000000006,-0.006850000000000009
2024-02-13,2024-02-14,2024-03-14,4950.0,2.5986538005544895,-1,145.7,432.00000000000045,0.12210000000000001,2024-02-22,174.90000000000003,-2920.0000000000045,false,-4764.0000000000055,1412.0000000000007,0.0025499999999999967
2024-02-22,2024-02-23,2024-03-22,5085.0,1.466644720116142,-1,127.95,57.00000000000007,0.11480000000000001,2024-03-01,121.14999999999999,680.0000000000011,false,206.00000000000136,416.99999999999966,-0.001350000000000004
2024-03-06,2024-03-07,2024-04-05,5105.0,1.9222629129430575,-1,155.0,152.00000000000034,0.12655,2024-03-14,135.15,1984.9999999999995,false,1425.9999999999986,407.00000000000045,-0.00134999999999999
2024-03-22,2024-03-25,2024-04-22,5230.0,-1.2465149503895891,1,122.64999999999999,96.99999999999993,0.1062,2024-04-02,110.45000000000002,-1219.9999999999975,false,-1413.9999999999975,96.99999999999993,0.007050000000000015
2024-04-04,2024-04-05,2024-05-03,5145.0,4.169090584101559,-1,178.29999999999998,141.9999999999995,0.14550000000000002,2024-04-12,148.2,3009.9999999999995,false,2776.0,91.99999999999986,0.005449999999999983
2024-04-12,2024-04-15,2024-05-13,5125.0,3.073147107705984,-1,176.4,132.00000000000043,0.15410000000000001,2024-04-22,153.05,2334.9999999999995,false,1555.9999999999982,647.000000000001,-0.020100000000000007
2024-04-24,2024-04-25,2024-05-24,5070.0,1.014330333738945,-1,163.10000000000002,91.99999999999986,0.1436,2024-05-02,136.10000000000002,2700.0,false,2166.0,442.0000000000002,-0.00655
2024-05-09,2024-05-10,2024-06-07,5215.0,-1.0407594367017547,1,125.7,112.0000000000005,0.1073,2024-05-17,135.85,1014.9999999999991,false,385.99999999999875,516.9999999999999,-0.0034500000000000086
2024-05-17,2024-05-20,2024-06-17,5300.0,-1.514148422545523,1,122.45000000000002,97.00000000000028,0.10265,2024-05-28,106.1,-1635.0000000000023,false,-1824.0000000000023,91.99999999999986,0.00315
2024-06-07,2024-06-10,2024-07-08,5350.0,-1.1930016574581217,1,127.4,102.00000000000071,0.10555,2024-06-17,166.1,3869.999999999999,false,2925.999999999998,842.0,0.007150000000000004
2024-10-31,2024-11-01,2024-11-29,5700.0,1.8399093947994278,-1,235.05,207.00000000000114,0.18375000000000002,2024-11-08,329.00000000000006,-9395.000000000004,false,-10114.000000000004,511.99999999999835,-0.020600000000000007
2024-11-08,2024-11-11,2024-12-09,6000.0,-1.6776413793417577,1,152.8,141.99999999999986,0.11460000000000001,2024-11-18,143.35000000000002,-944.9999999999989,false,-1763.9999999999986,677.0,-0.006750000000000006
2024-11-22,2024-11-25,2024-12-23,5970.0,-1.46129485776668,1,153.85000000000002,127.00000000000036,0.11425,2024-12-03,150.75,-310.0000000000023,false,-1144.0000000000032,707.0000000000006,0.0008500000000000035
2025-03-28,2025-03-31,2025-04-28,5580.0,1.0026752592658918,-1,235.8,461.99999999999943,0.18810000000000002,2025-04-07,523.35,-28755.0,false,-30583.999999999996,1366.9999999999977,-0.031
2025-04-09,2025-04-10,2025-05-09,5460.0,1.492769078751288,-1,397.05,1796.9999999999989,0.30870000000000003,2025-04-17,272.9,12415.000000000004,false,10436.000000000005,181.99999999999972,-0.0821
2025-04-17,2025-04-21,2025-05-16,5285.0,1.0506033673924482,-1,328.5,161.99999999999943,0.2904,2025-04-28,330.7,-219.99999999999886,false,-1424.0,1042.0000000000016,-0.026449999999999974
2025-10-10,2025-10-13,2025-11-10,6550.0,6.451603429058916,-1,262.3,172.00000000000028,0.16595000000000001,2025-10-20,278.95,-1664.9999999999977,false,-3063.999999999998,1227.0,0.010399999999999993
2025-10-22,2025-10-23,2025-11-21,6700.0,1.0552986321131823,-1,224.3,102.0,0.14505,2025-10-30,260.1,-3580.000000000001,false,-4854.0,1171.9999999999993,0.031549999999999995
2025-11-06,2025-11-07,2025-12-05,6720.0,1.765211896519056,-1,238.45000000000002,166.99999999999986,0.15990000000000001,2025-11-14,211.75,2670.000000000002,false,2406.0000000000023,96.99999999999957,0.003700000000000009
2025-11-14,2025-11-17,2025-12-15,6730.0,1.4971206559403734,-1,256.8,161.99999999999943,0.1725,2025-11-24,200.5,5630.000000000001,false,5326.000000000002,141.99999999999986,-0.01654999999999998
